ID	age	sex	n_babies	observer	year	pop_size	weight
680	4	m	0	13	2012	151	5.172968431683856
688	9	m	1	19	2012	151	9.651435615196394
689	5	m	0	5	2012	151	NA
691	4	f	2	19	2012	151	4.270974883316354
692	9	f	1	6	2012	151	8.435385441701442
693	9	f	2	5	2012	151	8.261096734580601
696	10	f	2	1	2012	151	8.198296911084917
707	4	m	0	10	2012	151	6.889887073155605
710	9	m	2	11	2012	151	8.779443504919518
711	7	f	0	14	2012	151	6.7047983268140205
714	2	m	2	14	2012	151	5.56408987629587
715	3	m	1	17	2012	151	5.189480618067998
716	10	f	2	7	2012	151	8.634936329761652
726	15	f	0	7	2012	151	10.314939612678316
739	2	m	1	14	2012	151	5.282821540765833
742	5	m	2	10	2012	151	7.895047079186746
746	1	f	2	8	2012	151	3.338433460421783
751	7	m	2	17	2012	151	6.503994266684863
752	4	m	2	9	2012	151	5.9269195627617695
757	0	m	1	1	2012	151	4.357402216130478
762	3	f	0	7	2012	151	4.533538282127365
767	15	f	2	18	2012	151	11.166200476737083
768	9	m	0	10	2012	151	8.562981809908058
780	6	m	2	17	2012	151	7.365022815752717
782	2	f	1	6	2012	151	5.246278080143104
783	11	f	1	2	2012	151	9.413385136110396
788	9	f	1	2	2012	151	7.989138944241332
792	9	f	2	19	2012	151	9.254921510131531
796	1	m	2	17	2012	151	4.238590762700113
800	0	f	2	17	2012	151	3.45793219673103
803	14	m	1	6	2012	151	11.4811981594431
809	3	f	2	10	2012	151	5.840368885628243
815	13	f	2	14	2012	151	NA
816	5	f	1	7	2012	151	4.995094618531507
818	1	f	2	5	2012	151	NA
821	9	m	1	12	2012	151	9.562304105431114
827	1	m	1	11	2012	151	5.6367100183710095
829	1	m	0	2	2012	151	4.61221758993279
830	2	m	1	11	2012	151	6.1969263768840515
833	0	f	2	1	2012	151	NA
834	13	f	0	3	2012	151	10.80104939782561
849	14	f	0	8	2012	151	10.69859062771501
857	4	m	0	15	2012	151	6.12090261671502
860	4	f	2	4	2012	151	5.334251765414796
874	15	m	0	16	2012	151	11.24036358807695
878	2	m	1	2	2012	151	4.84919022158995
889	10	f	2	3	2012	151	NA
901	5	m	0	11	2012	151	NA
902	3	m	1	4	2012	151	6.180754896884849
903	5	m	2	14	2012	151	5.961538308884954
906	5	m	0	15	2012	151	7.195277653657257
908	10	m	2	13	2012	151	9.246898485365143
2	3	m	1	17	2013	130	5.234946012941098
3	5	f	0	18	2013	130	NA
8	9	m	2	4	2013	130	9.774111538310988
22	8	f	1	8	2013	130	7.647630799786158
23	1	m	0	10	2013	130	5.803556405173339
27	6	m	2	6	2013	130	6.497921344331435
32	10	m	1	12	2013	130	NA
34	9	m	1	4	2013	130	8.799875904966296
42	3	f	2	4	2013	130	6.172437993100863
43	0	m	2	9	2013	130	4.452562810440523
45	5	m	1	13	2013	130	7.305634937147188
52	3	m	1	2	2013	130	5.94851862554076
56	3	f	2	2	2013	130	6.355337100052102
63	11	f	1	2	2013	130	8.503781479309218
64	3	m	2	18	2013	130	6.952884685264066
65	8	f	1	4	2013	130	7.742492884718221
75	1	f	0	9	2013	130	4.522996644019801
77	10	m	2	8	2013	130	9.2851271242302
81	7	f	2	16	2013	130	8.610806610424605
83	6	f	2	10	2013	130	6.579519347807863
87	0	f	0	9	2013	130	4.8696649955106235
94	9	m	1	3	2013	130	NA
96	2	f	0	4	2013	130	4.852042240765429
99	1	f	0	14	2013	130	4.662064842298608
120	2	f	2	7	2013	130	5.040750388537719
125	2	f	2	14	2013	130	NA
133	16	m	2	15	2013	130	12.225508901877996
134	1	m	2	8	2013	130	5.612787507560202
136	6	m	2	18	2013	130	8.443833377857528
143	0	m	0	4	2013	130	4.438768125827863
145	11	m	2	16	2013	130	9.789061819644253
146	8	m	0	14	2013	130	8.977817109382988
149	5	f	2	4	2013	130	6.356135229740002
152	15	f	1	17	2013	130	10.853258413929625
157	11	m	0	6	2013	130	9.6496883286225
173	6	m	1	12	2013	130	6.827030223213319
176	10	m	1	5	2013	130	8.851497871809661
179	0	m	0	7	2013	130	4.549088509469023
182	9	m	1	3	2013	130	9.647275647605706
188	4	m	1	10	2013	130	6.511460303429376
191	9	m	0	19	2013	130	NA
192	12	m	0	16	2013	130	10.330692015736572
199	5	m	1	10	2013	130	7.016173978768094
205	12	f	0	14	2013	130	10.396851267318603
212	0	m	0	4	2013	130	4.610681095524631
218	5	f	1	3	2013	130	6.02063268339086
220	1	m	1	17	2013	130	4.78272320727808
225	4	m	1	2	2013	130	5.055011141467241
229	3	f	2	15	2013	130	4.438347176180322
230	5	m	2	9	2013	130	6.689329337518096
235	10	f	0	15	2013	130	8.189847034219712
239	4	m	0	17	2013	130	6.292362978577528
241	3	f	0	2	2013	130	5.286884143792819
262	14	m	0	5	2013	130	10.980693686131847
265	0	m	0	6	2013	130	4.484580253796378
278	1	f	2	6	2013	130	4.791392791916334
279	6	m	0	8	2013	130	7.023772353285704
280	3	m	1	20	2013	130	6.256599002190117
295	11	m	0	4	2013	130	9.223178082789985
305	5	m	1	8	2013	130	7.33890571532242
306	4	m	0	15	2013	130	7.6794921183955
309	8	m	0	6	2013	130	NA
310	8	m	1	15	2013	130	8.489555029338373
313	4	m	1	5	2013	130	NA
314	10	f	0	18	2013	130	7.32865192855491
319	3	m	1	4	2013	130	5.587526398340657
321	3	f	1	6	2013	130	4.754900445215357
325	13	f	1	6	2013	130	10.47132189288262
326	5	m	1	4	2013	130	7.6284755332751795
345	15	f	0	17	2013	130	11.074580781240364
358	3	f	0	6	2013	130	6.043193435372719
363	1	f	2	17	2013	130	5.648477246617445
375	1	m	0	2	2013	130	5.103321369895469
388	9	f	1	8	2013	130	8.226733031215653
389	3	m	2	13	2013	130	6.1103377879906295
392	2	m	2	17	2013	130	5.257563535616728
400	6	m	2	7	2013	130	7.787138164011206
401	4	m	1	15	2013	130	5.172083559259407
407	3	m	1	6	2013	130	6.528772618185009
408	6	f	0	11	2013	130	6.577187349649808
422	9	f	0	9	2013	130	9.096942931908544
425	11	m	0	7	2013	130	9.529687738102028
434	12	m	1	14	2013	130	10.04040236450818
440	6	m	2	10	2013	130	7.844008355279877
446	1	m	2	20	2013	130	6.438148845071735
447	4	f	0	3	2013	130	6.746630131415146
453	0	m	1	18	2013	130	4.167093585384092
456	15	f	1	16	2013	130	11.403056643643477
460	1	m	0	14	2013	130	5.13701312607214
464	4	f	1	20	2013	130	5.480182161929209
468	5	m	2	8	2013	130	6.075795101031921
469	2	m	1	2	2013	130	NA
470	6	f	1	14	2013	130	6.294120105677831
474	0	f	1	6	2013	130	NA
478	3	m	0	19	2013	130	NA
487	8	f	0	3	2013	130	7.376791284638464
489	0	m	1	17	2013	130	4.5847906817008095
491	6	m	2	4	2013	130	6.5851096935519005
492	3	f	1	15	2013	130	6.247323348871328
494	4	f	2	15	2013	130	6.137443592773134
495	3	m	0	10	2013	130	6.453705291709921
496	5	f	1	19	2013	130	6.827767236869415
498	11	f	1	9	2013	130	9.446193084014064
499	4	m	1	1	2013	130	7.073094013121707
501	4	m	2	6	2013	130	6.751371042601803
502	0	f	0	13	2013	130	3.747231547092615
503	9	f	1	10	2013	130	NA
504	2	f	1	12	2013	130	NA
505	2	m	2	13	2013	130	5.8364922630644935
520	1	f	2	6	2013	130	3.520019039687174
534	0	m	0	2	2013	130	4.69298797081401
541	0	m	0	2	2013	130	3.773439881782448
544	14	m	0	15	2013	130	12.005005134856013
551	8	f	0	11	2013	130	9.205150320828706
554	4	m	0	8	2013	130	6.361877255254363
556	10	m	1	12	2013	130	9.178931031658607
557	5	m	0	7	2013	130	6.17617563134917
559	11	f	1	6	2013	130	NA
560	2	f	0	11	2013	130	5.022509901707731
563	4	m	2	18	2013	130	6.717626873850074
568	6	f	0	10	2013	130	7.828365445262373
579	8	m	0	9	2013	130	8.579889406933656
601	3	f	0	15	2013	130	6.4536039893665205
608	9	f	0	4	2013	130	8.159625601679174
613	8	f	2	4	2013	130	8.460410881907935
614	2	f	1	4	2013	130	5.430859508397562
616	16	f	0	20	2013	130	10.67098408186302
619	3	f	0	16	2013	130	6.688051170025431
624	0	f	2	9	2013	130	4.338323672162415
626	0	m	2	11	2013	130	4.589765872455242
637	5	m	1	12	2013	130	7.123242609110384
647	3	m	2	20	2013	130	5.1741600027069925
654	2	f	1	3	2013	130	4.9599606677744985
657	0	m	0	9	2013	130	4.015882585918771
658	8	m	2	13	2013	130	8.659312083910239
673	8	m	2	6	2013	130	7.6648940168146975
676	2	m	0	5	2013	130	4.318041749359992
680	5	m	0	10	2013	130	6.395833981568644
688	10	m	0	16	2013	130	10.204457738880201
689	6	m	1	18	2013	130	7.189768741683654
691	5	f	0	6	2013	130	NA
692	10	f	0	9	2013	130	8.611594745552516
693	10	f	0	7	2013	130	9.369060179786574
707	5	m	2	9	2013	130	7.766466813648203
708	0	f	0	7	2013	130	NA
711	8	f	2	14	2013	130	7.372152500521017
714	3	m	2	17	2013	130	NA
715	4	m	2	15	2013	130	5.632399198158683
731	0	m	2	12	2013	130	4.404551044204179
735	0	f	1	3	2013	130	5.134710085403909
739	3	m	0	15	2013	130	5.883492563022909
742	6	m	0	16	2013	130	9.072513264335768
746	2	f	2	11	2013	130	NA
751	8	m	0	7	2013	130	8.109653980779694
752	5	m	1	5	2013	130	6.617932135692704
757	1	m	2	18	2013	130	4.772302173365894
762	4	f	0	9	2013	130	5.150614325604696
780	7	m	1	13	2013	130	7.9800498984293515
782	3	f	2	7	2013	130	5.907689144225331
783	12	f	0	12	2013	130	10.158394728624668
787	0	f	2	14	2013	130	5.070974132828693
788	10	f	2	4	2013	130	9.243705625481102
792	10	f	0	19	2013	130	9.626505286262258
796	2	m	1	8	2013	130	5.814467565473142
800	1	f	2	15	2013	130	4.251089392995709
803	15	m	0	18	2013	130	NA
808	0	m	2	11	2013	130	NA
809	4	f	2	3	2013	130	6.449524969541609
814	0	m	2	3	2013	130	3.3456434195151843
815	14	f	2	3	2013	130	9.662924941910148
816	6	f	1	11	2013	130	6.205760115644023
818	2	f	1	18	2013	130	4.625955955669698
821	10	m	0	7	2013	130	NA
822	0	f	2	20	2013	130	4.002298345400157
826	0	m	2	20	2013	130	4.564724023989137
827	2	m	2	16	2013	130	6.509078414679861
829	2	m	0	16	2013	130	5.892370512629868
830	3	m	0	8	2013	130	NA
833	1	f	2	19	2013	130	4.489511639486179
842	0	m	2	7	2013	130	3.8201694745261783
849	15	f	2	3	2013	130	NA
857	5	m	1	5	2013	130	6.58899008861555
859	0	f	2	9	2013	130	4.4564239358238185
860	5	f	2	20	2013	130	6.298002696076273
874	16	m	2	6	2013	130	12.513595836119986
878	3	m	1	9	2013	130	5.326886553404393
889	11	f	1	12	2013	130	9.06922908264496
901	6	m	2	17	2013	130	8.2694251707055
902	4	m	0	16	2013	130	6.748172582200023
906	6	m	1	18	2013	130	NA
908	11	m	2	15	2013	130	9.372126272199043
2	4	m	2	19	2014	137	5.548338749831236
3	6	f	0	14	2014	137	7.922343777702697
8	10	m	0	20	2014	137	NA
10	0	m	1	7	2014	137	NA
22	9	f	0	8	2014	137	8.36720587740909
23	2	m	1	12	2014	137	5.294991368896967
24	0	f	2	16	2014	137	3.0829191355074483
27	7	m	2	14	2014	137	NA
32	11	m	1	8	2014	137	9.404206993171869
34	10	m	0	11	2014	137	10.057284822640936
37	0	m	1	9	2014	137	4.836180605711242
42	4	f	0	8	2014	137	6.528056842668222
43	1	m	1	6	2014	137	4.913698447815574
45	6	m	2	6	2014	137	8.256950532790384
52	4	m	1	4	2014	137	6.861769221967566
56	4	f	1	5	2014	137	7.109842385291709
63	12	f	2	10	2014	137	10.01325754260875
64	4	m	2	6	2014	137	NA
65	9	f	0	1	2014	137	NA
75	2	f	0	5	2014	137	5.208199577846812
77	11	m	0	5	2014	137	9.733210423695525
81	8	f	0	20	2014	137	9.303936992576286
83	7	f	2	12	2014	137	7.846338010783915
87	1	f	2	9	2014	137	5.461750183117001
94	10	m	0	10	2014	137	10.146207094105188
96	3	f	0	15	2014	137	5.587457951504352
99	2	f	2	1	2014	137	4.969802873321016
120	3	f	1	8	2014	137	5.642334089584168
125	3	f	0	15	2014	137	5.787162190095635
134	2	m	2	5	2014	137	6.200580452940403
136	7	m	1	4	2014	137	9.262229623281327
145	12	m	2	13	2014	137	10.61902686638813
146	9	m	0	7	2014	137	9.740521542780439
148	0	f	0	19	2014	137	NA
149	6	f	1	11	2014	137	6.961270416252419
152	16	f	1	16	2014	137	11.35368421996495
157	12	m	1	13	2014	137	10.324391755266342
173	7	m	2	8	2014	137	7.903696750607956
176	11	m	1	6	2014	137	10.12972350906938
179	1	m	2	3	2014	137	4.996704852492702
181	0	f	2	10	2014	137	4.1774429334561605
187	0	f	1	1	2014	137	4.5384962429808064
188	5	m	2	3	2014	137	NA
191	10	m	0	11	2014	137	9.316526460732913
192	13	m	2	8	2014	137	11.122910775100843
199	6	m	1	20	2014	137	7.388398576924695
218	6	f	0	14	2014	137	6.972462601960845
220	2	m	1	12	2014	137	5.463847383808074
225	5	m	1	8	2014	137	5.926241922854658
229	4	f	1	9	2014	137	NA
230	6	m	2	2	2014	137	7.193885804605661
239	5	m	1	19	2014	137	7.028730767440474
265	1	m	0	3	2014	137	4.795419727281497
279	7	m	0	5	2014	137	NA
280	4	m	2	3	2014	137	7.01417214485049
295	12	m	0	18	2014	137	9.904264490501951
303	0	f	1	18	2014	137	4.6317653008209145
305	6	m	0	12	2014	137	NA
306	5	m	2	11	2014	137	8.2846544641761
309	9	m	2	17	2014	137	9.04022661019805
313	5	m	0	5	2014	137	6.297885925495258
314	11	f	2	4	2014	137	8.152523561890861
319	4	m	0	11	2014	137	NA
321	4	f	1	5	2014	137	5.415606709548625
325	14	f	2	12	2014	137	NA
326	6	m	1	17	2014	137	8.298127404606683
358	4	f	0	19	2014	137	NA
363	2	f	0	9	2014	137	5.9254763962686425
376	0	f	0	6	2014	137	4.590631743817407
377	0	m	2	18	2014	137	4.267575439918117
388	10	f	1	6	2014	137	9.20730219907096
389	4	m	1	16	2014	137	6.53909274618534
392	3	m	0	1	2014	137	5.870352310798351
400	7	m	2	15	2014	137	8.574672968924881
401	5	m	0	17	2014	137	5.706679293153095
407	4	m	1	15	2014	137	6.61896348358701
408	7	f	2	1	2014	137	6.942824400810794
422	10	f	1	2	2014	137	9.393749902597177
425	12	m	2	12	2014	137	NA
434	13	m	1	5	2014	137	11.04726216652315
440	7	m	1	19	2014	137	8.87428574392703
446	2	m	1	14	2014	137	NA
447	5	f	2	4	2014	137	7.496753355120488
453	1	m	2	9	2014	137	5.236272035636803
456	16	f	0	5	2014	137	12.105086397928565
460	2	m	1	13	2014	137	5.208778360938728
464	5	f	2	4	2014	137	6.420727217241218
468	6	m	2	10	2014	137	6.624970050309771
469	3	m	2	15	2014	137	5.866598869006542
470	7	f	0	3	2014	137	6.808178382486409
474	1	f	0	10	2014	137	5.79284826815803
477	0	f	0	17	2014	137	3.3357217049638272
478	4	m	0	7	2014	137	7.167507609276076
487	9	f	0	1	2014	137	8.443438142498328
489	1	m	0	12	2014	137	5.3729585442860675
492	4	f	1	19	2014	137	6.65664100327995
493	0	f	2	12	2014	137	3.9624633999354706
494	5	f	1	15	2014	137	NA
495	4	m	2	2	2014	137	7.203940090414718
498	12	f	1	10	2014	137	10.209496004854975
499	5	m	0	8	2014	137	NA
501	5	m	2	9	2014	137	7.587833123853379
502	1	f	0	2	2014	137	3.6852631432709555
503	10	f	0	11	2014	137	9.61813287605911
504	3	f	2	3	2014	137	NA
505	3	m	2	13	2014	137	6.5120014993551525
520	2	f	0	19	2014	137	4.120642352370812
534	1	m	1	10	2014	137	5.616706406287863
541	1	m	0	10	2014	137	NA
544	15	m	1	12	2014	137	12.170812605682586
551	9	f	1	18	2014	137	10.076520166511926
554	5	m	0	3	2014	137	7.170231861928349
556	11	m	1	2	2014	137	10.387703526871329
557	6	m	2	7	2014	137	7.134293561367433
559	12	f	2	13	2014	137	10.202107278105478
560	3	f	0	14	2014	137	5.3417966125335115
563	5	m	0	14	2014	137	7.490473074761308
568	7	f	0	1	2014	137	7.809973905042416
579	9	m	2	14	2014	137	9.081296239468637
587	0	m	0	7	2014	137	NA
601	4	f	0	11	2014	137	6.759433022369318
608	10	f	1	9	2014	137	9.291946453851903
613	9	f	0	13	2014	137	9.082392932318767
614	3	f	2	18	2014	137	5.384713990488037
619	4	f	1	17	2014	137	NA
622	0	f	2	3	2014	137	3.3192166786247497
624	1	f	0	15	2014	137	4.804830617579901
626	1	m	2	3	2014	137	5.0923497883357465
637	6	m	2	8	2014	137	7.961962073821101
642	0	f	1	6	2014	137	4.179193312570581
654	3	f	2	17	2014	137	5.689867519642252
657	1	m	1	19	2014	137	4.537297657341001
658	9	m	2	1	2014	137	9.090611447303631
673	9	m	1	19	2014	137	7.934971721237748
676	3	m	1	13	2014	137	4.707132042295205
680	6	m	2	12	2014	137	6.972723687214819
688	11	m	0	4	2014	137	11.066134414771726
689	7	m	2	11	2014	137	8.324336605454729
691	6	f	0	8	2014	137	6.016549478867164
692	11	f	0	11	2014	137	9.897358058833126
693	11	f	0	6	2014	137	10.52417533330382
707	6	m	2	19	2014	137	NA
708	1	f	1	6	2014	137	3.875060423662213
711	9	f	2	6	2014	137	7.702642361343604
714	4	m	0	4	2014	137	7.403169014323721
715	5	m	0	3	2014	137	6.69045471783097
731	1	m	0	2	2014	137	4.948906842314673
739	4	m	1	12	2014	137	6.9354496569243596
742	7	m	2	18	2014	137	9.60608110589039
746	3	f	2	1	2014	137	NA
751	9	m	0	17	2014	137	8.566165974831486
752	6	m	1	10	2014	137	7.526188303376385
755	0	m	0	16	2014	137	3.6924796688709542
757	2	m	0	15	2014	137	5.616249427661501
762	5	f	2	14	2014	137	5.9135543066499885
780	8	m	1	13	2014	137	8.681853042793096
782	4	f	0	8	2014	137	6.707688911424744
783	13	f	2	3	2014	137	11.20487460654319
787	1	f	1	10	2014	137	5.992910907614599
788	11	f	1	2	2014	137	9.471400703505356
792	11	f	1	5	2014	137	9.982288967270982
795	0	m	1	11	2014	137	4.980053207606524
803	16	m	1	8	2014	137	NA
808	1	m	1	18	2014	137	6.008107606276898
812	0	f	0	1	2014	137	2.515600969630159
814	1	m	2	11	2014	137	3.926171095632919
815	15	f	1	11	2014	137	10.175981602002487
816	7	f	1	13	2014	137	6.837915576549244
818	3	f	1	4	2014	137	5.54855808025621
822	1	f	1	16	2014	137	4.770360260488512
826	1	m	0	7	2014	137	4.9062219519171535
827	3	m	1	2	2014	137	NA
829	3	m	0	11	2014	137	6.120614861259514
830	4	m	0	18	2014	137	7.56359440051537
833	2	f	0	4	2014	137	4.9544051047638025
842	1	m	2	12	2014	137	4.281374860177782
857	6	m	1	14	2014	137	6.910313673340342
859	1	f	2	12	2014	137	4.69920485937825
860	6	f	1	8	2014	137	6.921802003055796
865	0	m	1	10	2014	137	5.49087162894801
878	4	m	2	15	2014	137	6.327593021572518
889	12	f	1	16	2014	137	9.968651219836946
901	7	m	0	9	2014	137	8.914470837815532
902	5	m	1	4	2014	137	NA
908	12	m	0	18	2014	137	10.030041357662009
2	5	m	2	6	2015	178	5.841891829554166
3	7	f	2	13	2015	178	7.849890479176582
8	11	m	0	15	2015	178	9.876781212895736
10	1	m	0	6	2015	178	4.002865105669987
20	0	m	0	5	2015	178	4.426027981923742
22	10	f	1	4	2015	178	8.019766133316255
23	3	m	1	15	2015	178	5.1575343616298355
24	1	f	0	8	2015	178	NA
27	8	m	0	17	2015	178	6.892976192889243
32	12	m	1	15	2015	178	9.32350284691747
34	11	m	2	1	2015	178	9.493663479015245
37	1	m	1	16	2015	178	4.3907666094314965
42	5	f	1	15	2015	178	6.420516347913716
43	2	m	0	15	2015	178	4.647307945298928
52	5	m	2	12	2015	178	6.596719740621831
56	5	f	0	9	2015	178	7.01519003264176
63	13	f	0	7	2015	178	9.341874848810122
64	5	m	2	12	2015	178	7.28024919208813
65	10	f	2	5	2015	178	8.03743384314055
75	3	f	2	9	2015	178	NA
81	9	f	0	6	2015	178	9.014738264438186
83	8	f	1	2	2015	178	7.206826455283384
85	0	f	1	12	2015	178	2.6353259559784776
87	2	f	2	6	2015	178	4.5685832425459125
90	0	m	2	7	2015	178	4.281206902775513
94	11	m	0	5	2015	178	9.0932637828354
96	4	f	1	12	2015	178	4.891599059969224
99	3	f	2	17	2015	178	4.76636053950076
120	4	f	2	13	2015	178	6.033858478853447
125	4	f	0	18	2015	178	5.204814938320825
134	3	m	0	11	2015	178	5.975951615971558
136	8	m	0	1	2015	178	8.412095269298442
145	13	m	0	10	2015	178	10.249384773452
146	10	m	1	8	2015	178	9.749608032905336
148	1	f	1	14	2015	178	4.512297827911607
149	7	f	0	15	2015	178	6.686585941566187
157	13	m	0	2	2015	178	10.318714662467514
173	8	m	2	19	2015	178	7.5372581405256565
176	12	m	1	20	2015	178	9.509995757000425
179	2	m	0	5	2015	178	5.58480369539397
181	1	f	0	18	2015	178	3.4381803617969946
187	1	f	1	19	2015	178	NA
188	6	m	1	3	2015	178	6.915749380508538
191	11	m	2	20	2015	178	8.997923393939224
199	7	m	0	13	2015	178	7.1298187593972795
218	7	f	1	19	2015	178	6.627503065384758
220	3	m	2	18	2015	178	4.920350146476666
225	6	m	0	16	2015	178	5.432168824183995
229	5	f	1	1	2015	178	5.025666088090081
230	7	m	2	15	2015	178	6.977197389639203
239	6	m	2	10	2015	178	NA
243	0	m	2	11	2015	178	4.4378732620417924
265	2	m	0	18	2015	178	4.550068410584059
279	8	m	0	3	2015	178	7.178073057438
280	5	m	2	17	2015	178	6.468384174189329
295	13	m	2	19	2015	178	9.484465074764895
303	1	f	1	12	2015	178	3.888000723357325
305	7	m	0	9	2015	178	8.060152977448546
306	6	m	0	20	2015	178	7.57088867411695
307	0	m	1	11	2015	178	4.236166970959601
309	10	m	2	16	2015	178	8.580207508269762
313	6	m	0	15	2015	178	5.759006014105767
314	12	f	2	6	2015	178	8.504331464843718
319	5	m	1	9	2015	178	6.691899962256528
321	5	f	2	14	2015	178	NA
323	0	m	2	6	2015	178	4.357658925812435
325	15	f	1	15	2015	178	10.444518439339108
326	7	m	0	20	2015	178	7.557084949340188
358	5	f	1	12	2015	178	6.735049473478923
363	3	f	0	17	2015	178	5.454893716029281
376	1	f	2	11	2015	178	3.6018650760641275
384	0	f	0	2	2015	178	2.9866646861502177
388	11	f	0	6	2015	178	8.405909723703296
389	5	m	0	5	2015	178	6.337366328528224
392	4	m	1	5	2015	178	5.963283872693892
400	8	m	1	4	2015	178	8.328420639834004
401	6	m	2	2	2015	178	5.592027084675744
405	0	f	2	20	2015	178	3.8925310057448574
407	5	m	2	19	2015	178	6.2931628636088695
408	8	f	0	14	2015	178	NA
422	11	f	1	15	2015	178	9.070641896266528
425	13	m	1	9	2015	178	9.666655863042392
434	14	m	1	7	2015	178	10.536984565056784
440	8	m	2	16	2015	178	8.377175124813029
446	3	m	1	14	2015	178	6.399258750857082
447	6	f	2	9	2015	178	6.536972116291408
453	2	m	2	9	2015	178	4.787985331758651
460	3	m	1	2	2015	178	5.073362680602615
464	6	f	1	10	2015	178	5.73355151550214
468	7	m	0	19	2015	178	6.703647228218646
469	4	m	2	2	2015	178	6.164247080736889
470	8	f	2	1	2015	178	6.434236128219361
474	2	f	2	17	2015	178	5.134713775019075
477	1	f	2	7	2015	178	3.7296777584932697
478	5	m	2	1	2015	178	7.121779982840299
487	10	f	1	19	2015	178	7.872478070052898
489	2	m	0	12	2015	178	4.756979309152485
492	5	f	0	18	2015	178	6.52910934906107
493	1	f	2	12	2015	178	3.247049579560958
494	6	f	1	8	2015	178	6.911605195656739
495	5	m	2	10	2015	178	7.307576459755418
498	13	f	1	3	2015	178	9.43344163072172
499	6	m	2	16	2015	178	7.037050910888877
501	6	m	1	3	2015	178	7.18091973583737
502	2	f	1	11	2015	178	3.817312276544314
503	11	f	1	5	2015	178	8.681243527259197
504	4	f	2	16	2015	178	6.196910388795395
505	4	m	0	12	2015	178	6.1994182908000335
514	0	m	0	7	2015	178	2.9582537173597334
520	3	f	0	18	2015	178	4.199119872036289
534	2	m	2	4	2015	178	5.2794543491515125
541	2	m	2	5	2015	178	NA
551	10	f	1	5	2015	178	9.788233945875174
554	6	m	2	16	2015	178	7.1281375980342245
556	12	m	1	6	2015	178	10.068262400607074
557	7	m	0	15	2015	178	6.843591943803129
559	13	f	1	10	2015	178	10.026262887388421
560	4	f	2	20	2015	178	5.423549878701674
563	6	m	1	11	2015	178	6.929365929514915
568	8	f	2	19	2015	178	NA
579	10	m	1	4	2015	178	8.58452636414823
587	1	m	1	18	2015	178	3.8503152897925608
593	0	m	2	14	2015	178	NA
601	5	f	2	20	2015	178	6.72293734973739
608	11	f	1	14	2015	178	8.28149504492003
612	0	m	2	7	2015	178	NA
613	10	f	0	12	2015	178	8.36455347271871
619	5	f	1	6	2015	178	6.7791410084564925
622	1	f	2	19	2015	178	3.0663084621309156
624	2	f	0	5	2015	178	NA
626	2	m	1	17	2015	178	NA
637	7	m	1	11	2015	178	6.7830481660453215
642	1	f	2	20	2015	178	4.109984682366796
654	4	f	2	14	2015	178	5.276350758452079
657	2	m	1	5	2015	178	4.396810979466557
658	10	m	0	8	2015	178	8.736847940078638
673	10	m	2	10	2015	178	8.33151787647256
676	4	m	1	2	2015	178	4.339678647036827
680	7	m	0	8	2015	178	6.481538704570815
689	8	m	0	7	2015	178	8.138264181294266
691	7	f	2	16	2015	178	5.598344842689142
692	12	f	2	6	2015	178	9.409825178374208
707	7	m	2	2	2015	178	7.7685806332808145
708	2	f	0	9	2015	178	3.8404729773094965
711	10	f	0	16	2015	178	7.4344033600556765
714	5	m	0	18	2015	178	6.77047904164271
715	6	m	0	14	2015	178	6.9861216500365675
731	2	m	0	1	2015	178	4.633912364972097
739	5	m	1	1	2015	178	6.504421181752224
741	0	m	1	8	2015	178	2.8150385067280084
742	8	m	2	4	2015	178	9.020731330602013
746	4	f	0	12	2015	178	5.0901857261092145
751	10	m	2	7	2015	178	8.066111853960358
752	7	m	2	7	2015	178	7.115189152183383
755	1	m	0	9	2015	178	3.406558296942976
757	3	m	1	9	2015	178	4.939079519606053
762	6	f	2	4	2015	178	NA
775	0	m	2	19	2015	178	3.821686226003843
780	9	m	2	20	2015	178	8.638975400441502
782	5	f	0	18	2015	178	6.250872678750711
787	2	f	1	5	2015	178	5.451223930313316
792	12	f	1	1	2015	178	10.14179640756944
795	1	m	2	16	2015	178	4.474242500986675
808	2	m	2	19	2015	178	5.081593079245982
812	1	f	0	19	2015	178	1.2614697492867402
814	2	m	2	20	2015	178	NA
815	16	f	1	7	2015	178	10.094071914675256
816	8	f	0	2	2015	178	5.867159351008092
818	4	f	0	18	2015	178	4.695348996207155
822	2	f	2	13	2015	178	4.166414570139984
826	2	m	0	17	2015	178	4.923914582227687
827	4	m	0	1	2015	178	7.0687060037575415
829	4	m	2	5	2015	178	5.939590682506132
830	5	m	1	7	2015	178	7.343965843287495
833	3	f	2	16	2015	178	4.370445845458958
857	7	m	1	13	2015	178	7.148162514224691
860	7	f	1	8	2015	178	6.611966001139078
865	1	m	0	16	2015	178	4.884708316825334
878	5	m	2	7	2015	178	6.142409362109124
889	13	f	2	10	2015	178	9.824965353223389
902	6	m	1	8	2015	178	6.884499034015986
2	6	m	0	19	2016	141	6.343802254019192
3	8	f	1	11	2016	141	8.369302846756003
8	12	m	0	5	2016	141	10.401006483880531
10	2	m	1	15	2016	141	NA
22	11	f	0	11	2016	141	NA
24	2	f	2	12	2016	141	4.017653787320469
32	13	m	2	16	2016	141	10.775802101303963
36	0	m	2	14	2016	141	3.985142049253121
37	2	m	2	1	2016	141	5.204433347487392
42	6	f	2	1	2016	141	7.418192451141964
43	3	m	2	16	2016	141	5.048768480555489
